node,label
0,171.0
1,171.0
2,171.0
3,171.0
4,171.0
5,171.0
6,171.0
7,249.0
8,171.0
9,171.0
10,171.0
11,171.0
12,171.0
13,171.0
14,171.0
15,171.0
16,171.0
17,171.0
18,171.0
19,171.0
20,171.0
21,171.0
22,171.0
23,171.0
24,171.0
25,171.0
26,226.0
27,171.0
28,171.0
29,171.0
30,171.0
31,171.0
32,171.0
33,171.0
34,116.0
35,171.0
36,171.0
37,171.0
38,171.0
39,171.0
40,171.0
41,171.0
42,171.0
43,171.0
44,171.0
45,171.0
46,15.0
47,15.0
48,171.0
49,2.0
50,171.0
51,171.0
52,249.0
53,228.0
54,171.0
55,171.0
56,171.0
57,138.0
58,171.0
59,171.0
60,171.0
61,235.0
62,238.0
63,228.0
64,224.0
65,177.0
66,131.0
67,96.0
68,216.0
69,171.0
70,171.0
71,171.0
72,228.0
73,249.0
74,15.0
75,228.0
76,216.0
77,216.0
78,136.0
79,155.0
80,224.0
81,171.0
82,171.0
83,171.0
84,224.0
85,90.0
86,136.0
87,171.0
88,171.0
89,171.0
90,238.0
91,171.0
92,100.0
93,226.0
94,220.0
95,220.0
96,228.0
97,171.0
98,249.0
99,171.0
100,171.0
101,136.0
102,100.0
103,136.0
104,171.0
105,171.0
106,228.0
107,249.0
108,138.0
109,131.0
110,228.0
111,133.0
112,171.0
113,171.0
114,171.0
115,171.0
116,220.0
117,171.0
118,119.0
119,216.0
120,216.0
121,228.0
122,91.0
123,249.0
124,171.0
125,171.0
126,171.0
127,228.0
128,171.0
129,235.0
130,228.0
131,171.0
132,177.0
133,171.0
134,171.0
135,115.0
136,216.0
137,171.0
138,171.0
139,171.0
140,171.0
141,228.0
142,171.0
143,214.0
144,234.0
145,171.0
146,171.0
147,171.0
148,235.0
149,235.0
150,171.0
151,155.0
152,220.0
153,249.0
154,216.0
155,100.0
156,171.0
157,228.0
158,171.0
159,235.0
160,226.0
161,235.0
162,224.0
163,211.0
164,136.0
165,171.0
166,171.0
167,48.0
168,224.0
169,226.0
170,249.0
171,171.0
172,138.0
173,155.0
174,138.0
175,147.0
176,161.0
177,15.0
178,171.0
179,211.0
180,228.0
181,171.0
182,249.0
183,234.0
184,171.0
185,249.0
186,242.0
187,136.0
188,234.0
189,211.0
190,136.0
191,131.0
192,234.0
193,171.0
194,228.0
195,171.0
196,138.0
197,171.0
198,228.0
199,171.0
200,161.0
201,171.0
202,161.0
203,171.0
204,235.0
205,138.0
206,228.0
207,249.0
208,249.0
209,171.0
210,171.0
211,155.0
212,226.0
213,171.0
214,226.0
215,171.0
216,226.0
217,216.0
218,234.0
219,226.0
220,119.0
221,128.0
222,234.0
223,171.0
224,226.0
225,171.0
226,136.0
227,226.0
228,171.0
229,228.0
230,127.0
231,115.0
232,220.0
233,171.0
234,190.0
235,171.0
236,211.0
237,171.0
238,214.0
239,171.0
240,171.0
241,131.0
242,228.0
243,214.0
244,171.0
245,196.0
246,171.0
247,235.0
248,224.0
249,249.0
250,216.0
251,22.0
252,69.0
253,115.0
254,171.0
255,226.0
256,171.0
257,100.0
258,22.0
259,171.0
260,75.0
261,171.0
262,226.0
263,228.0
264,171.0
265,171.0
266,238.0
267,235.0
268,171.0
269,211.0
270,171.0
271,249.0
272,235.0
273,249.0
274,226.0
275,128.0
276,228.0
277,249.0
278,171.0
279,249.0
280,86.0
281,211.0
282,138.0
283,249.0
284,116.0
285,171.0
286,69.0
287,171.0
288,116.0
289,171.0
290,235.0
291,171.0
292,171.0
293,249.0
294,224.0
295,228.0
296,101.0
297,171.0
298,68.0
299,226.0
300,171.0
301,171.0
302,93.0
303,188.0
304,188.0
305,48.0
306,171.0
307,131.0
308,171.0
309,171.0
310,138.0
311,171.0
312,131.0
313,171.0
314,249.0
315,234.0
316,171.0
317,234.0
318,171.0
319,171.0
320,249.0
321,234.0
322,171.0
323,171.0
324,118.0
325,171.0
326,235.0
327,216.0
328,136.0
329,155.0
330,226.0
331,171.0
332,249.0
333,228.0
334,235.0
335,249.0
336,181.0
337,249.0
338,171.0
339,220.0
340,161.0
341,226.0
342,131.0
343,81.0
344,171.0
345,171.0
346,171.0
347,171.0
348,235.0
349,216.0
350,211.0
351,224.0
352,131.0
353,171.0
354,216.0
355,131.0
356,163.0
357,220.0
358,131.0
359,226.0
360,93.0
361,226.0
362,171.0
363,115.0
364,226.0
365,171.0
366,171.0
367,195.0
368,100.0
369,211.0
370,171.0
371,171.0
372,15.0
373,195.0
374,214.0
375,171.0
376,228.0
377,249.0
378,211.0
379,136.0
380,228.0
381,220.0
382,206.0
383,228.0
384,171.0
385,131.0
386,171.0
387,220.0
388,171.0
389,171.0
390,131.0
391,155.0
392,171.0
393,131.0
394,220.0
395,171.0
396,228.0
397,235.0
398,131.0
399,171.0
400,226.0
401,47.0
402,228.0
403,234.0
404,171.0
405,214.0
406,226.0
407,216.0
408,235.0
409,171.0
410,171.0
411,228.0
412,171.0
413,216.0
414,234.0
415,220.0
416,226.0
417,234.0
418,228.0
419,131.0
420,131.0
421,104.0
422,69.0
423,224.0
424,228.0
425,249.0
426,216.0
427,234.0
428,138.0
429,216.0
430,249.0
431,100.0
432,228.0
433,249.0
434,228.0
435,234.0
436,228.0
437,75.0
438,155.0
439,226.0
440,188.0
441,68.0
442,155.0
443,216.0
444,133.0
445,171.0
446,155.0
447,28.0
448,138.0
449,118.0
450,171.0
451,249.0
452,234.0
453,235.0
454,224.0
455,171.0
456,171.0
457,216.0
458,234.0
459,190.0
460,116.0
461,155.0
